train_loss,val_loss,accuracy,auc,specificity,recall
0.7703764587640762,0.5121667385101318,0.84375,0.8782608695652175,0.8644179894179894,0.7021739130434783
0.24638812616467476,0.42315155267715454,0.828125,0.9220108695652174,0.8840388007054675,0.7293478260869565
0.090632532723248,0.6400286555290222,0.84375,0.8696557971014492,0.8772045855379188,0.7021739130434783
0.044257645728066564,0.640875518321991,0.796875,0.8547101449275362,0.8589065255731922,0.619927536231884
0.01740770455216989,0.4669319987297058,0.890625,0.8881340579710146,0.9327601410934744,0.7760869565217391
0.018773548246826977,0.5335668921470642,0.84375,0.8791666666666668,0.876984126984127,0.6333333333333333
0.00915750369313173,0.6773674488067627,0.78125,0.8295289855072464,0.8780864197530865,0.6043478260869565
0.006428622349631041,0.7276817560195923,0.828125,0.851268115942029,0.871031746031746,0.6260869565217392
0.009669708961155266,0.5607743859291077,0.859375,0.8605072463768115,0.9204144620811286,0.7188405797101449
0.012247876831679605,0.6196640729904175,0.859375,0.8890398550724639,0.9082892416225748,0.7010869565217391
0.012163019884610549,0.5785950422286987,0.875,0.8956521739130435,0.9144620811287479,0.7344202898550725
0.010439400430186652,0.4581545889377594,0.875,0.9239130434782609,0.9018959435626103,0.7344202898550725
0.007383618372841738,0.4536931812763214,0.875,0.9199275362318842,0.9016754850088183,0.7605072463768116
0.010091114119859412,0.49084970355033875,0.859375,0.907608695652174,0.9080687830687829,0.6927536231884058
0.005133939368533902,0.5270730257034302,0.84375,0.8931159420289855,0.8895502645502645,0.6677536231884057
0.0015347730295616202,0.49748197197914124,0.84375,0.9039855072463768,0.9023368606701939,0.6677536231884057
0.0014557766407961026,0.49785855412483215,0.859375,0.8971014492753623,0.9208553791887124,0.7010869565217391
0.0031611140657332726,0.5036379098892212,0.859375,0.9021739130434782,0.9082892416225748,0.7010869565217391
0.002151214095647447,0.5020542144775391,0.859375,0.9009057971014492,0.8957231040564374,0.7010869565217391
0.0011407562924432568,0.5190764665603638,0.859375,0.8963768115942029,0.8957231040564374,0.7010869565217391
0.0007875981027609669,0.5132821798324585,0.859375,0.9001811594202899,0.8957231040564374,0.7010869565217391
0.0011880329184350558,0.5189047455787659,0.859375,0.8980978260869565,0.8957231040564374,0.7010869565217391
0.001064479241904337,0.5079668164253235,0.859375,0.8994565217391305,0.8957231040564374,0.7010869565217391
0.0008949022558226716,0.5169432759284973,0.859375,0.8980978260869565,0.8957231040564374,0.7010869565217391
0.0014666845891042612,0.5197832584381104,0.859375,0.9015398550724637,0.8957231040564374,0.7010869565217391
0.0005868577136425301,0.5056843757629395,0.859375,0.9015398550724637,0.8957231040564374,0.7010869565217391
0.0007706682990828995,0.5139597654342651,0.859375,0.8980978260869565,0.8957231040564374,0.7010869565217391
