train_loss,val_loss,accuracy,auc,specificity,recall
0.0007920664611447137,0.5010518431663513,0.859375,0.9036231884057971,0.8957231040564374,0.7010869565217391
0.0007578021577501204,0.5019219517707825,0.859375,0.9015398550724637,0.8957231040564374,0.7010869565217391
0.000797874883573968,0.4971317648887634,0.859375,0.9036231884057971,0.8957231040564374,0.7010869565217391
0.0007146857169573195,0.5053543448448181,0.859375,0.9040760869565218,0.8957231040564374,0.7010869565217391
0.0013014243049838115,0.5000376105308533,0.859375,0.9015398550724637,0.8957231040564374,0.7010869565217391
0.000869564446475124,0.5032058358192444,0.859375,0.9044384057971014,0.8957231040564374,0.7010869565217391
0.0007143831171561033,0.49836069345474243,0.859375,0.9040760869565218,0.8957231040564374,0.7010869565217391
0.0010930275930149946,0.4903032183647156,0.859375,0.9040760869565218,0.8957231040564374,0.7010869565217391
0.0009573864699632395,0.4859773814678192,0.875,0.9040760869565218,0.914241622574956,0.7344202898550725
0.0006595538034162018,0.49964940547943115,0.859375,0.9006340579710145,0.8957231040564374,0.7010869565217391
0.0006722846846969333,0.5013803839683533,0.859375,0.8956521739130435,0.8957231040564374,0.7010869565217391
0.0008362400003534276,0.504301130771637,0.859375,0.8943840579710144,0.8957231040564374,0.7010869565217391
0.0006199352319526952,0.4946611225605011,0.875,0.8977355072463769,0.914241622574956,0.7344202898550725
0.0005757012258982286,0.4946165978908539,0.875,0.9016304347826086,0.914241622574956,0.7344202898550725
0.0020806821557926014,0.5039216876029968,0.859375,0.9044384057971014,0.8957231040564374,0.7010869565217391
0.0007876397503423505,0.5107458233833313,0.859375,0.8964673913043478,0.8957231040564374,0.7010869565217391
0.0007998212349775713,0.5092774629592896,0.859375,0.8961050724637681,0.8957231040564374,0.7010869565217391
0.0006457319941546302,0.4978125989437103,0.859375,0.9061594202898551,0.8957231040564374,0.7010869565217391
0.0005990267964079976,0.5103791952133179,0.859375,0.9002717391304348,0.8957231040564374,0.7010869565217391
0.0006155996270535979,0.5146533250808716,0.859375,0.902355072463768,0.8957231040564374,0.7010869565217391
0.0004922112020722125,0.5098260045051575,0.859375,0.8999094202898551,0.8957231040564374,0.7010869565217391
0.00038340003084158525,0.49976006150245667,0.859375,0.9040760869565218,0.8957231040564374,0.7010869565217391
0.002126351108017843,0.5130680203437805,0.859375,0.8964673913043478,0.8957231040564374,0.7010869565217391
0.0004566562674881425,0.5035538673400879,0.875,0.8994565217391305,0.914241622574956,0.7344202898550725
0.000573998418985866,0.49725833535194397,0.875,0.9036231884057971,0.914241622574956,0.7344202898550725
0.0012187956635898445,0.5098443031311035,0.875,0.8980978260869565,0.914241622574956,0.7344202898550725
0.0008381601874134503,0.49603942036628723,0.875,0.9061594202898551,0.914241622574956,0.7344202898550725
0.0004934047829010524,0.49227601289749146,0.875,0.9061594202898551,0.914241622574956,0.7344202898550725
0.000772388946643332,0.4820728302001953,0.875,0.9061594202898551,0.914241622574956,0.7344202898550725
0.0006071427014830988,0.49703747034072876,0.875,0.9044384057971014,0.914241622574956,0.7344202898550725
0.001105964805901749,0.4967428147792816,0.875,0.9061594202898551,0.914241622574956,0.7344202898550725
0.0005128596021677367,0.5082423686981201,0.875,0.9019021739130434,0.914241622574956,0.7344202898550725
0.0004062886582687497,0.5023190379142761,0.875,0.902355072463768,0.914241622574956,0.7344202898550725
0.0005427409159892704,0.495064377784729,0.875,0.9015398550724637,0.914241622574956,0.7344202898550725
0.0006909382427693345,0.49344855546951294,0.875,0.9036231884057971,0.914241622574956,0.7344202898550725
0.0007491948526876513,0.4954362213611603,0.875,0.9040760869565218,0.914241622574956,0.7344202898550725
0.0017057598997780588,0.4847281873226166,0.875,0.9040760869565218,0.914241622574956,0.7344202898550725
0.0007243062609632034,0.497144877910614,0.875,0.9044384057971014,0.914241622574956,0.7344202898550725
0.0006834648957010359,0.5043351650238037,0.875,0.9027173913043477,0.914241622574956,0.7344202898550725
0.0006286008647293784,0.5014445185661316,0.875,0.9044384057971014,0.914241622574956,0.7344202898550725
0.0006298026310105342,0.4977014362812042,0.875,0.9040760869565218,0.914241622574956,0.7344202898550725
0.0004865300616074819,0.5043247938156128,0.875,0.9061594202898551,0.914241622574956,0.7344202898550725
0.0004253085826348979,0.4928215444087982,0.875,0.9103260869565218,0.914241622574956,0.7344202898550725
0.0004639765393221751,0.4981875419616699,0.875,0.9061594202898551,0.914241622574956,0.7344202898550725
0.0007245422129926737,0.5011110305786133,0.875,0.9061594202898551,0.914241622574956,0.7344202898550725
0.0004552846476144623,0.49771785736083984,0.875,0.9061594202898551,0.914241622574956,0.7344202898550725
0.0004233634317643009,0.49707669019699097,0.875,0.9061594202898551,0.914241622574956,0.7344202898550725
0.000752927520807134,0.49526819586753845,0.875,0.9061594202898551,0.914241622574956,0.7344202898550725
0.0006524681048176717,0.49445557594299316,0.875,0.9103260869565218,0.914241622574956,0.7344202898550725
0.0006104452986619435,0.488005131483078,0.875,0.9057971014492754,0.914241622574956,0.7344202898550725
0.0010403397209302057,0.4994780719280243,0.875,0.9061594202898551,0.914241622574956,0.7344202898550725
0.0006278544351516757,0.4919181168079376,0.875,0.9082427536231884,0.914241622574956,0.7344202898550725
0.0006719480334140826,0.5007206201553345,0.875,0.9103260869565218,0.914241622574956,0.7344202898550725
0.000543953512533335,0.5021472573280334,0.875,0.9061594202898551,0.914241622574956,0.7344202898550725
0.0007450864213751629,0.49870991706848145,0.875,0.9082427536231884,0.914241622574956,0.7344202898550725
0.0009894146278384142,0.49535495042800903,0.875,0.9082427536231884,0.914241622574956,0.7344202898550725
0.0005155101971467957,0.4954695701599121,0.875,0.912409420289855,0.914241622574956,0.7344202898550725
0.0008155293471645564,0.5149962306022644,0.859375,0.9030797101449274,0.8957231040564374,0.7010869565217391
0.0006238836140255444,0.49716195464134216,0.875,0.9048007246376811,0.914241622574956,0.7344202898550725
0.0007397683366434649,0.5006038546562195,0.875,0.9093297101449275,0.914241622574956,0.7344202898550725
0.015018903472082457,0.5214275121688843,0.859375,0.9009963768115942,0.8957231040564374,0.7010869565217391
0.000555799557332648,0.5080496072769165,0.859375,0.9079710144927535,0.8957231040564374,0.7010869565217391
0.0005647168145515025,0.5069881677627563,0.875,0.9079710144927535,0.914241622574956,0.7344202898550725
0.0011088566825492308,0.49592310190200806,0.875,0.9117753623188406,0.914241622574956,0.7344202898550725
0.0004172103763266932,0.48386019468307495,0.875,0.9089673913043478,0.914241622574956,0.7344202898550725
0.0010287880759278778,0.48337826132774353,0.875,0.9089673913043478,0.914241622574956,0.7344202898550725
0.0004809162637684494,0.4906104803085327,0.859375,0.9117753623188406,0.8957231040564374,0.7010869565217391
0.0005904897407162935,0.4873729348182678,0.875,0.9096920289855072,0.914241622574956,0.7344202898550725
0.0010304120150976814,0.48611611127853394,0.875,0.9096920289855072,0.914241622574956,0.7344202898550725
0.00040951693517854437,0.484846830368042,0.875,0.9096920289855072,0.914241622574956,0.7344202898550725
0.0007175803257268853,0.48393532633781433,0.875,0.9096920289855072,0.914241622574956,0.7344202898550725
0.0006656551449850667,0.49427545070648193,0.875,0.9117753623188406,0.914241622574956,0.7344202898550725
0.00047335730778286234,0.48703721165657043,0.875,0.9079710144927535,0.914241622574956,0.7344202898550725
